,message,bct
6712,"""Consider advising yourself on how to avoid exposure to specific cues that may hinder your progress in scheduling a health check-up appointment.""",12.3
6713,"""Changing your daily or weekly routines to prioritize scheduling a health check-up appointment can help you stay on track.""",12.3
6714,"""Avoiding or reducing exposure to cues that remind you of other responsibilities can increase your motivation to schedule a health check-up appointment.""",12.3
6715,"""By changing your routines and avoiding specific cues, you can create a conducive environment for scheduling a health check-up appointment.""",12.3
6716,"""Reducing exposure to cues that may distract you from taking action can help you prioritize scheduling a health check-up appointment.""",12.3
6717,"""Consider advising yourself on how to avoid exposure to specific cues that may hinder your progress in scheduling a health check-up appointment.""",12.3
6718,"""Changing your daily or weekly routines to include reminders and dedicated time for scheduling a health check-up appointment can increase your motivation.""",12.3
6719,"""Avoiding or reducing exposure to cues that remind you of other tasks can help you stay committed to scheduling a health check-up appointment.""",12.3
6720,"""By changing your routines and avoiding specific social and contextual cues, you can create a supportive environment for scheduling a health check-up appointment.""",12.3
6721,"""Reducing exposure to cues that may trigger procrastination can help you overcome any barriers to scheduling a health check-up appointment.""",12.3
6722,"""Consider advising yourself on how to avoid exposure to specific cues that may hinder your progress in scheduling a health check-up appointment.""",12.3
